who_wrote_the_piece,subject,relevant_text,paragraphs,words,keywords,path
"Citizens Financial Group, Inc.","Personnel, Photo/Multimedia","When she retired from the Federal Reserve Bank of New York in June 2015, Cumming was its second-highest ranking officer, a member of the Management Committee and an alternate voting member of the Federal Open Market Committee. She worked at the New York Fed for more than 35 years, most recently leading the development of a comprehensive risk management program, the implementation of the Fedwire modernization program and the establishment of the Office of Diversity and Inclusion. Cumming also co-led the development of the information technology governance model for the broader Federal Reserve System and played an instrumental role in developing the Fed's system-wide operational risk program. Prior to assuming the role of First Vice President in 2004, she served as Executive Vice President of Research, as Senior Vice President leading the Bank Analysis, Advisory and Technical Services functions within Bank Supervision,",1,142,Diversity and Inclusion,CFG - Citizens Financial Group Appoints Christine Cumming to Board of Directors - 15-Sep-15 - BW.pdf
,,,0,0,,"CFG - Citizens Financial Group, Inc. (Rhode Island)(CFG-US) Schedules Q2 2020 Earnings Call for 17-July-2020 900 AM ET - 17-Sep-19 - FCSTEV.pdf"
,,,0,0,,CL - Colgate-Palmolive Co.(CL-US) Schedules Barclays Global Consumer Staples Conference for 6-September-2017 730 AM ET - 17-Aug-17 - FCSTEV.pdf
,,,0,0,,CL - Colgate-Palmolive Co.(CL-US) Schedules Bernstein Strategic Decisions Conference for 1-June-2017 800 AM ET - 03-Apr-17 - FCSTEV.pdf
OppsPlace.com,"Human Interest Groups, Small Business Services","Colgate-Palmolive Company Joins OppsPlace.com as Charter Member to Further Highlight Its Commitment to Diversity and Inclusion by Creating Opportunities for Minority Talent and Businesses Thursday, March 29, 2012 09:09:45 PM (GMT) | BETHESDA, Md., March 29, 2012 /PRNewswire/ -- OppsPlace.com announced today that Colgate-Palmolive Company has joined as a corporate charter member to increase diversity and inclusion within their talent and supplier procurement selection pools. Colgate-Palmolive Company joins a list of corporations from around the country each with a commitment to business solutions aimed at creating employment and business opportunities within the minority community.",2,"31, 62",Diversity and Inclusion,CL - Colgate-Palmolive Company Joins OppsPlace.com as Charter Member to Further Highlight Its Commitment to Diversity and Inclusion by Creating O... - 29-Mar-12 - PRN.pdf
Colgate-Palmolive,"Corporate Social Responsibility, Product/Service",One of the top 7 most diverse and inclusive companies in the U.S. in Thomson Reuters Diversity & Inclusion Index,1,20,Diversity & Inclusion,CL - Colgate-Palmolive Named to the Dow Jones Sustainability Index for Second Consecutive Year - 21-Sep-18 - BW.pdf
The Clorox Company,"Corporate Social Responsibility, Human Interest Groups","Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Citizens list, CR Magazine's 2017 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,112,gender equality,"CLX - Art Lovers, Cat Lovers, Instagram Lovers Unite Cats On Glass Gallery Debuts For Limited Time In New York - 16-Feb-18 - PRN.pdf"
Fresh Step,Human Interest Groups,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2018 100 Best Corporate Citizens list, Barron's 2018 100 Most Sustainable Companies, the Human Rights Campaign's 2018 Corporate Equality Index and the first sector-neutral Bloomberg Gender Equality Index in 2018, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,111,gender equality,CLX - Catnip Dreams Meet Instagram Inspiration At The Cats On Glass Gallery In Los Angeles - 09-Jan-19 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $20 million in combined cash grants, product donations and cause marketing in fiscal year 2018. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,108,gender equality,CLX - Clorox Announces Aug. 1 Webcast of Fourth-Quarter and Fiscal Year 2019 Results - 09-Jul-19 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact, a community of global leaders committed to sustainability. The company has been broadly recognized for its corporate responsibility efforts, most notably being named to the Drucker Institute's 2017 Management Top 250 list, The Just 100: America's Top Corporate Citizens list, CR Magazine's 2018 Best Corporate Citizens list and the first sector-neutral Bloomberg Gender Equality Index in 2018. In support of its communities, The Clorox Company and its foundations contributed about $11 million in combined cash grants, product donations and cause marketing in fiscal year 2017. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,113,gender equality,CLX - Clorox Announces Aug. 2 Webcast of Fourth-Quarter and Fiscal Year 2018 Results - 28-Jun-18 - PRN.pdf
The Clorox Company,Conference Call Announcements,"Clorox is a signatory of the United Nations Global Compact and the Ellen MacArthur Foundation's New Plastics Economy Global Commitment. The company has been broadly recognized for its corporate responsibility efforts, included on CR Magazine's 2019 100 Best Corporate Citizens list, Barron's 2019 100 Most Sustainable Companies, the Human Rights Campaign's 2019 Corporate Equality Index and the 2019 Bloomberg Gender Equality Index, among others. In support of its communities, The Clorox Company and its foundations contributed about $12 million in combined cash grants, product donations and cause marketing in fiscal year 2019. For more information, visit TheCloroxCompany.com, including the Good Growth blog, and follow the company on Twitter at @CloroxCo.",1,110,gender equality,CLX - Clorox Announces Dec. 3 Webcast of Company Presentation at Morgan Stanley Global Consumer and Retail Conference - 07-Nov-19 - PRN.pdf
